INFO:root:Namespace(K=7, a_dim=2, alpha='rnn', batch_size=128, clip=150, dataset='MovingMNIST', device=device(type='cuda'), epochs=90, initial_epochs=10, learning_rate=0.007, lstm_layers=1, model='KVAE', save_every=10, scale=1000.0, scheduler_step=20, subdirectory='v2', wandb_on='True', x_dim=1, z_dim=5)
INFO:root:Starting KVAE training for 90 epochs.
INFO:root:Train Loss, Reconstruction Loss, log q(a), ELBO_KF, MSE
INFO:root:28592708.37982228, 28592.70031910, 5.02336248, -2.97137158, 34050.22584727, 0.0050574999999999995
INFO:root:27305709.12811689, 27305.70055293, 9.26275413, 0.66061551, 36313.24127971, 0.0050574999999999995
INFO:root:27960121.62881884, 27960.11114932, 13.97778846, 3.49794172, 34938.46495379, 0.0050574999999999995
INFO:root:26431196.03863880, 26431.18274098, 12.22568994, -0.99638528, 32858.18257592, 0.0050574999999999995
INFO:root:22981098.06768949, 22981.08646017, 15.82508753, 4.14357811, 28494.31651629, 0.0050574999999999995
INFO:root:23972958.76287026, 23972.94538127, 18.63962919, 5.20896072, 30870.16884903, 0.0050574999999999995
INFO:root:25320997.36768946, 25320.98255942, 23.12391684, 8.23794434, 31418.41095401, 0.0050574999999999995
INFO:root:25627582.65912128, 25627.55919894, 25.61399385, 2.17186464, 33525.22081316, 0.0050574999999999995
INFO:root:28360078.63643185, 28360.06207361, 12.63701460, -3.81953045, 38310.92952245, 0.0050574999999999995
INFO:root:24002259.63087390, 24002.25328730, 11.30752978, 4.81983033, 29053.32947293, 0.0050574999999999995
INFO:root:22620768.02954716, 22620.74946358, 15.62046080, -2.97320913, 28697.69401959, 0.0050574999999999995
INFO:root:22901707.00392772, 22901.69606899, 16.27707406, 5.41860751, 29167.72496699, 0.0050574999999999995
INFO:root:21680152.46923911, 21680.13720015, 24.07202589, 8.92512708, 27836.78290053, 0.004298875
INFO:root:19123940.88215356, 19123.92616637, 22.54296515, 7.77981827, 25563.96682438, 0.004298875
INFO:root:17637541.43373413, 17637.52855414, 21.63442058, 8.50992783, 24251.44498239, 0.004298875
INFO:root:16774822.61953490, 16774.80639305, 22.64606855, 6.38046510, 23767.85717430, 0.004298875
INFO:root:15283773.38820584, 15283.76786697, 16.05565513, 10.44278007, 22909.23536532, 0.004298875
INFO:root:14376043.11123653, 14376.03115372, 20.38422037, 8.42397474, 22169.71880502, 0.004298875
INFO:root:13941404.23996606, 13941.39275693, 17.69732520, 6.21073816, 22154.35579886, 0.004298875
INFO:root:13265154.20611644, 13265.14508143, 18.87655825, 9.79388356, 21820.48973922, 0.004298875
INFO:root:13372423.84431907, 13372.41036257, 24.93952066, 11.46554008, 21953.03416593, 0.004298875
INFO:root:12503093.68258836, 12503.07659826, 28.18737906, 11.19065107, 21195.68895797, 0.004298875
INFO:root:11959622.69885923, 11959.61226342, 24.02704612, 13.62508443, 21035.53471611, 0.004298875
INFO:root:12310176.37702525, 12310.16374615, 26.23582080, 13.59480574, 21370.93329115, 0.004298875
INFO:root:11379957.08115037, 11379.94108990, 27.62344325, 11.58082146, 20828.84672095, 0.004298875
INFO:root:11342111.86534286, 11342.09227828, 26.47252131, 6.88113602, 20734.60805458, 0.004298875
INFO:root:11103448.76818011, 11103.43265845, 26.40501492, 10.33041144, 20720.35956756, 0.004298875
INFO:root:11069043.73971812, 11069.02474417, 30.81284553, 11.76732414, 20757.86991087, 0.004298875
INFO:root:10789680.89003969, 10789.66530040, 26.74778662, 11.18038285, 20480.63223482, 0.004298875
INFO:root:10918743.51355933, 10918.73041373, 27.23254333, 14.10615898, 20696.25330106, 0.004298875
INFO:root:10665141.28295632, 10665.12709067, 28.64526542, 14.40718453, 20440.25497909, 0.004298875
INFO:root:10853442.58336271, 10853.42404820, 30.29813525, 11.74058096, 20687.73872139, 0.004298875
INFO:root:10094346.41005540, 10094.33214129, 28.60041640, 14.28008545, 20023.32889525, 0.0036540437499999997
INFO:root:9879271.96158547, 9879.25198063, 33.54139906, 13.64404833, 20089.99579115, 0.0036540437499999997
INFO:root:9821762.35783861, 9821.74079831, 36.26794955, 14.72666844, 20006.08406690, 0.0036540437499999997
INFO:root:9729469.23511093, 9729.44943882, 32.95955051, 13.13108625, 19921.75632702, 0.0036540437499999997
INFO:root:9670597.04895722, 9670.58163237, 26.98492112, 11.58484560, 20053.48825374, 0.0036540437499999997
INFO:root:9586988.80985432, 9586.97374285, 29.17307940, 14.06338512, 19960.58073834, 0.0036540437499999997
INFO:root:9375714.43273289, 9375.69853103, 30.33191662, 14.45459105, 19798.79662742, 0.0036540437499999997
INFO:root:9335183.06333020, 9335.16450264, 30.30843488, 11.79582473, 19725.86760013, 0.0036540437499999997
INFO:root:9416622.02223291, 9416.60551001, 31.06016895, 14.52706286, 19836.71506382, 0.0036540437499999997
INFO:root:Finished training.
INFO:root:Saved model. Final Checkpoint saves/MovingMNIST/kvae/v2/scale=1000.0/scheduler_step=20/kvae_state_dict_scale=1000.0_89.pth
