INFO:root:Namespace(K=7, a_dim=2, alpha='rnn', batch_size=128, clip=150, dataset='MovingMNIST', device=device(type='cuda'), epochs=90, initial_epochs=10, learning_rate=0.007, lstm_layers=1, model='KVAE', save_every=10, scale=100.0, scheduler_step=20, subdirectory='v2', wandb_on='True', x_dim=1, z_dim=5)
INFO:root:Starting KVAE training for 90 epochs.
INFO:root:Train Loss, Reconstruction Loss, log q(a), ELBO_KF, MSE
INFO:root:3177318.60980275, 31751.13973096, -24.73750355, -2229.38357036, 14458.14624711, 0.007
INFO:root:3147539.32705923, 31467.13121699, -25.77149069, -851.94501698, 10091.37975215, 0.007
INFO:root:1733629.94094240, 17331.12985530, -24.00475373, -540.94886494, 5676.28109870, 0.007
INFO:root:1495245.34232336, 14948.78654544, -21.09920174, -387.78774589, 4776.65169729, 0.007
INFO:root:1393859.60443097, 13935.96711323, -15.59965100, -278.49175491, 4187.89329335, 0.007
INFO:root:1436650.46758200, 14364.38476562, -13.94397624, -225.92884961, 4592.19310492, 0.007
INFO:root:1361560.32450718, 13613.83066956, -13.21827542, -190.48383817, 4547.95623006, 0.007
INFO:root:1433095.66497732, 14329.58607504, -5.79724092, -142.86128014, 4904.26856844, 0.007
INFO:root:1553450.97275511, 15533.25661587, -3.72445392, -129.03437483, 6135.19791896, 0.007
INFO:root:1744915.81112389, 17447.96972656, -0.43351082, -119.28559572, 7066.44055692, 0.007
INFO:root:2163290.41101666, 21632.23319212, -7.26269474, -74.36172088, 10060.82442850, 0.007
INFO:root:1910629.13436378, 19106.17204005, -4.53534498, -16.46887082, 8995.77412178, 0.007
INFO:root:1640502.05638128, 16404.92003191, -6.37906605, -16.43314185, 7631.48854258, 0.007
INFO:root:1409339.03908727, 14093.29943332, -3.45477230, -12.54084783, 7342.52989519, 0.007
INFO:root:1466729.81234322, 14667.17331921, -3.03885141, -15.51656857, 8037.85958819, 0.007
INFO:root:1454313.36598542, 14543.00211818, 5.98047964, -7.18112627, 8195.59820643, 0.007
INFO:root:1596106.99028177, 15960.98151408, 0.38496855, -8.44802825, 8980.50018568, 0.007
INFO:root:1581870.93008930, 15818.57354478, 5.75293581, -7.82269493, 9242.38728268, 0.007
INFO:root:1510787.26197407, 15107.76771567, 2.73701939, -7.74700928, 9391.46540768, 0.007
INFO:root:1694502.30451563, 16944.86912687, 8.87010449, -6.52458605, 10997.20212093, 0.007
INFO:root:1682020.88109536, 16820.08551111, 8.89866492, -3.41894748, 11423.34077905, 0.007
INFO:root:1635345.46386190, 16353.26490977, 12.85041756, -6.12407317, 11055.00225572, 0.0059499999999999996
INFO:root:1532466.58501149, 15324.50213193, 7.37695348, -8.99258191, 10599.11747634, 0.0059499999999999996
INFO:root:1390154.76261746, 13901.35821963, 11.53871691, -7.39994140, 9727.86923691, 0.0059499999999999996
INFO:root:1458129.16968912, 14581.14780480, 11.04783630, -3.34222433, 9944.30340834, 0.0059499999999999996
INFO:root:1412055.57452835, 14120.38414668, 6.79249176, -10.36150018, 9979.40991555, 0.0059499999999999996
INFO:root:1633428.27479273, 16334.03302432, 20.00758886, -4.96933499, 11874.94016148, 0.0059499999999999996
INFO:root:1756724.23576750, 17567.10545500, 19.04703487, 5.34697897, 12600.30038237, 0.0059499999999999996
INFO:root:1938050.66538699, 19380.33606129, 15.39312739, -1.66890812, 15382.50678092, 0.0059499999999999996
INFO:root:2372805.99620264, 23727.93755502, 10.34465263, -1.89232940, 23674.80045802, 0.0059499999999999996
INFO:root:2243992.60264876, 22439.82945918, 13.46727319, 3.82164702, 20139.50298471, 0.0059499999999999996
INFO:root:2014298.99626832, 20142.80728708, 17.77580334, -0.49802889, 17492.64255062, 0.0059499999999999996
INFO:root:2018601.30316050, 20185.80925396, 20.32511923, -0.05139994, 17576.77955821, 0.0059499999999999996
INFO:root:1923713.16154719, 19236.90399428, 23.23388499, 0.47225563, 17199.39678697, 0.0059499999999999996
INFO:root:1924385.56722625, 19243.66960552, 12.29834592, -6.29962062, 17921.33848206, 0.0059499999999999996
INFO:root:2163024.20203813, 21630.14216549, 15.16588320, 5.15183511, 20800.88462808, 0.0059499999999999996
INFO:root:2230573.71343108, 22305.52902179, 16.46351230, -4.33490995, 21310.74690526, 0.0059499999999999996
INFO:root:2128949.53362191, 21289.29732890, 15.34944667, -4.45615712, 21250.88706261, 0.0059499999999999996
INFO:root:2203742.16907802, 22037.30549901, 11.86929759, 0.26578113, 21085.06647502, 0.0059499999999999996
INFO:root:2128050.27474632, 21280.38138204, 12.71357453, 0.57912693, 22684.09879787, 0.0059499999999999996
INFO:root:2312564.61504795, 23125.51078345, 18.47344163, 4.93424782, 24107.95597216, 0.0059499999999999996
INFO:root:2281749.79523302, 22817.43525803, 8.85421285, 2.58856980, 24996.93217705, 0.0050574999999999995
INFO:root:1931904.87862800, 19318.88403664, 21.35998698, 4.88369595, 20373.88381657, 0.0050574999999999995
INFO:root:1998975.11130674, 19989.62392716, 14.68009411, 1.96791862, 21786.43595951, 0.0050574999999999995
