INFO:root:Namespace(K=7, a_dim=2, alpha='rnn', batch_size=128, clip=150, dataset='MovingMNIST', device=device(type='cuda'), epochs=90, initial_epochs=10, learning_rate=0.007, lstm_layers=1, model='KVAE', save_every=10, scale=1.0, scheduler_step=20, subdirectory='v2', wandb_on='True', x_dim=1, z_dim=5)
INFO:root:Starting KVAE training for 90 epochs.
INFO:root:Train Loss, Reconstruction Loss, log q(a), ELBO_KF, MSE
INFO:root:53465.25353523, 51302.58919729, -25.45592339, -2188.12010378, 15567.46522887, 0.007
INFO:root:29684.75940915, 28936.49317782, -22.71624627, -770.98257431, 10110.59379470, 0.007
INFO:root:16955.11525861, 16459.01818332, -16.48492671, -512.58206924, 4697.84173842, 0.007
INFO:root:15309.75718497, 14830.19956261, -7.74174441, -487.29934221, 4289.91193744, 0.007
INFO:root:16556.07150166, 16059.06895081, -4.63291125, -501.63544587, 5475.28127407, 0.007
INFO:root:14799.47129943, 14490.26723426, -3.10157479, -312.30565517, 4976.29894504, 0.007
INFO:root:16982.06236039, 16776.50013754, -0.89918993, -206.46141684, 6278.79656553, 0.007
INFO:root:19820.53616461, 19682.90982614, -0.65482922, -138.28119927, 8628.00507537, 0.007
INFO:root:18284.26083949, 18171.93981074, -0.24395752, -112.56499057, 8081.49009683, 0.007
INFO:root:18329.93572274, 18237.15747414, -2.06452592, -94.84278424, 7762.76442493, 0.007
INFO:root:24765.75719453, 24724.13120324, -1.79498996, -43.42110573, 12944.15151161, 0.007
INFO:root:17292.92800337, 17276.73755227, -3.16864227, -19.35906631, 8020.97574411, 0.007
INFO:root:16129.92992537, 16121.59271842, -2.45850824, -10.79577869, 7723.02050094, 0.007
INFO:root:15180.99776172, 15171.63692507, 1.65234446, -7.70847915, 7588.19315306, 0.007
INFO:root:14749.46293119, 14739.94974142, -0.71966585, -10.23282006, 7631.01870599, 0.007
INFO:root:23245.40642489, 23237.12812225, 0.93029157, -7.34802370, 13728.08897722, 0.007
INFO:root:36727.82504276, 36720.05108385, 2.65279743, -5.12120253, 40896.85784138, 0.007
INFO:root:31082.59810925, 31070.04844300, 5.69545967, -6.85398237, 36047.30093255, 0.007
INFO:root:39550.39733730, 39541.33401188, -3.43790602, -12.50105924, 50152.72035926, 0.007
INFO:root:43790.64023481, 43778.94795335, 5.23971399, -6.45261102, 60166.20386774, 0.007
INFO:root:37716.93890177, 37706.25052267, 1.25577513, -9.43264352, 46538.79025913, 0.007
INFO:root:39817.38393107, 39808.32348977, 3.81907595, -5.24150425, 61026.65275638, 0.0059499999999999996
INFO:root:35465.08861691, 35454.52750880, 4.44114110, -6.12005947, 45663.47935464, 0.0059499999999999996
INFO:root:31554.75363169, 31543.88846556, 3.98343415, -6.88182271, 38996.24994498, 0.0059499999999999996
INFO:root:33070.69789638, 33060.08892221, 6.13523706, -4.47371339, 46136.69487236, 0.0059499999999999996
INFO:root:31233.35333340, 31223.85094355, 5.21490813, -4.28750483, 41379.90704776, 0.0059499999999999996
INFO:root:33386.33455020, 33376.74696028, 6.49203754, -3.09542993, 38045.79679247, 0.0059499999999999996
INFO:root:32193.85924137, 32186.30763094, 8.06794416, 0.51643260, 39026.64735090, 0.0059499999999999996
INFO:root:35048.57102623, 35041.68069157, 6.62287988, -0.26726028, 49850.21638424, 0.0059499999999999996
INFO:root:36068.75474602, 36056.26724802, 8.46315649, -4.02444232, 47496.76081096, 0.0059499999999999996
INFO:root:33993.72795111, 33986.97591604, 4.15983909, -2.59215390, 42945.14598922, 0.0059499999999999996
INFO:root:33155.07981305, 33144.09751871, 2.20040053, -8.78205777, 43402.54811290, 0.0059499999999999996
INFO:root:34849.71656939, 34842.68077410, 7.73176673, 0.69602139, 46198.62169894, 0.0059499999999999996
INFO:root:33068.81606966, 33060.25049516, 7.03950565, -1.52611313, 41446.95254732, 0.0059499999999999996
INFO:root:31803.96717708, 31796.93021017, 5.06595307, -1.97112459, 45194.77013644, 0.0059499999999999996
INFO:root:36581.50034931, 36574.36055788, 6.91674049, -0.22310184, 53722.69960387, 0.0059499999999999996
INFO:root:33024.62372504, 33009.91748735, 3.92971096, -10.77666023, 49167.03680678, 0.0059499999999999996
INFO:root:33417.49705586, 33406.96019476, 0.14257013, -10.39450305, 45369.12640295, 0.0059499999999999996
INFO:root:36900.03676696, 36890.76138864, 4.62783641, -4.64758618, 52015.29046545, 0.0059499999999999996
INFO:root:36805.36135270, 36795.98500770, 6.80897272, -2.56736613, 52550.14197293, 0.0059499999999999996
INFO:root:32643.65880839, 32633.74059199, 5.42761349, -4.49064707, 44643.06602113, 0.0059499999999999996
INFO:root:29367.10927186, 29357.33197623, 6.75769303, -3.01960692, 38726.88509573, 0.0050574999999999995
INFO:root:26644.70849395, 26637.48085387, 6.18976307, -1.03781558, 38138.98685079, 0.0050574999999999995
INFO:root:25874.92778698, 25865.87154765, 4.21176591, -4.84440780, 36565.35351562, 0.0050574999999999995
INFO:root:24152.13927077, 24137.19813215, 10.59585295, -4.34527044, 31398.22854313, 0.0050574999999999995
INFO:root:23648.58458857, 23641.26401574, 6.99134521, -0.32932064, 34779.21368838, 0.0050574999999999995
INFO:root:22348.70271503, 22334.12776463, 11.50828391, -3.06672527, 32133.93956316, 0.0050574999999999995
INFO:root:22617.55207697, 22612.47995984, 6.09385617, 1.02170164, 32368.32875770, 0.0050574999999999995
INFO:root:20148.86964638, 20141.50112786, 10.89851890, 3.53007027, 29182.77514305, 0.0050574999999999995
INFO:root:21730.13475151, 21724.46660431, 9.72117482, 4.05299607, 31428.34028389, 0.0050574999999999995
INFO:root:18295.01465714, 18286.39068002, 11.75841056, 3.13445433, 27937.93400638, 0.0050574999999999995
INFO:root:19071.89065121, 19066.79595346, 12.93152741, 7.83677782, 28265.89045995, 0.0050574999999999995
INFO:root:17533.38318942, 17526.85363941, 9.76685997, 3.23734040, 27329.20961708, 0.0050574999999999995
INFO:root:15303.63439663, 15300.51825209, 8.19809656, 5.08196011, 25437.14521897, 0.0050574999999999995
INFO:root:14604.32862284, 14599.95969960, 12.37512019, 8.00622806, 25126.16486026, 0.0050574999999999995
INFO:root:13997.42059212, 13993.02365757, 11.95288990, 7.55601165, 24786.27819652, 0.0050574999999999995
INFO:root:14001.38840671, 13998.49288897, 13.09067462, 10.19520629, 24584.52712368, 0.0050574999999999995
INFO:root:13299.50551224, 13296.59245709, 12.90581057, 9.99276846, 24455.06095951, 0.0050574999999999995
INFO:root:13188.62360398, 13186.53219905, 12.31262094, 10.22115009, 24253.96564151, 0.0050574999999999995
INFO:root:12654.72112317, 12651.00079776, 13.14750106, 9.42719054, 24310.05977663, 0.0050574999999999995
INFO:root:14279.46496906, 14275.64154654, 13.68375095, 9.86030877, 25313.80741087, 0.0050574999999999995
INFO:root:11519.89467329, 11518.76870599, 10.33212079, 9.20613272, 23210.69379952, 0.004298875
INFO:root:11857.74838552, 11855.52748129, 11.29968054, 9.07877667, 23883.67330546, 0.004298875
INFO:root:11164.57772486, 11163.48443002, 9.80718388, 8.71388221, 23002.18788512, 0.004298875
INFO:root:11055.50171695, 11053.62286807, 11.46183819, 9.58301016, 23147.16824384, 0.004298875
INFO:root:10816.14624736, 10813.95469300, 11.02352134, 8.83200694, 23207.25913292, 0.004298875
INFO:root:10723.50121995, 10722.08838578, 11.26665289, 9.85375364, 22660.69982394, 0.004298875
INFO:root:10858.29687608, 10857.04340889, 10.57226485, 9.31885346, 23225.92347051, 0.004298875
INFO:root:10826.57470013, 10825.44587643, 11.04439132, 9.91554800, 23218.82204555, 0.004298875
INFO:root:10442.28358980, 10440.81413677, 10.33685732, 8.86736475, 22543.12373460, 0.004298875
INFO:root:10310.24365955, 10308.81745158, 10.49621927, 9.06995455, 22789.01584507, 0.004298875
INFO:root:10199.86018713, 10198.55588413, 10.96750540, 9.66320911, 22795.47870819, 0.004298875
INFO:root:9968.96195897, 9967.80025858, 9.85419686, 8.69251672, 22394.26408451, 0.004298875
INFO:root:9917.94054820, 9916.85340559, 9.97902514, 8.89189569, 22653.91263204, 0.004298875
INFO:root:10534.12018447, 10532.55629676, 11.82564962, 10.26170649, 22924.92657901, 0.004298875
INFO:root:10182.84170893, 10182.05178532, 9.33700318, 8.54711424, 22851.61259353, 0.004298875
INFO:root:10135.14556685, 10134.18938435, 9.71711670, 8.76094448, 22588.85002201, 0.004298875
INFO:root:10041.53509476, 10040.38736521, 9.99543546, 8.84764897, 22469.32163292, 0.004298875
INFO:root:10052.70917569, 10051.33857835, 10.70908260, 9.33848331, 22547.54120819, 0.004298875
INFO:root:9803.88696346, 9802.95861301, 9.01560960, 8.08727454, 22513.89733715, 0.004298875
INFO:root:10157.76546412, 10157.21956151, 9.11405821, 8.56821766, 22623.61812280, 0.004298875
INFO:root:9495.91582494, 9495.33434199, 9.15729609, 8.57581238, 22248.60260783, 0.0036540437499999997
INFO:root:9519.10621934, 9518.37036477, 9.09199159, 8.35616237, 22381.03413842, 0.0036540437499999997
INFO:root:9444.43987749, 9443.82611686, 9.02335446, 8.40958059, 22139.17080216, 0.0036540437499999997
