INFO:root:Namespace(K=7, a_dim=2, alpha='rnn', batch_size=128, clip=150, dataset='MovingMNIST', device=device(type='cuda'), epochs=90, initial_epochs=10, learning_rate=0.007, lstm_layers=1, model='KVAE', save_every=10, scale=10.0, scheduler_step=20, subdirectory='v2', wandb_on='True', x_dim=1, z_dim=5)
INFO:root:Starting KVAE training for 90 epochs.
INFO:root:Train Loss, Reconstruction Loss, log q(a), ELBO_KF, MSE
INFO:root:375765.93883396, 37363.43822898, -25.97702596, -2157.53379434, 16931.93273754, 0.007
INFO:root:291109.24066065, 29034.32666703, -27.39957597, -793.37468354, 11181.35238089, 0.007
INFO:root:190840.61741212, 19036.03087863, -25.83686420, -506.14525103, 5383.43480758, 0.007
INFO:root:147446.27184162, 14703.62704941, -19.50321869, -429.50467612, 4189.86901684, 0.007
INFO:root:147012.76572071, 14656.03771457, -17.52422236, -469.91294782, 4307.58146044, 0.007
INFO:root:132350.07417418, 13203.12150638, -12.56703112, -331.42573668, 4039.59455807, 0.007
INFO:root:122016.15052636, 12179.64923526, -8.50613344, -228.16384062, 3549.59120544, 0.007
INFO:root:138260.16511415, 13808.63915328, -11.02097049, -184.79451556, 4519.82675644, 0.007
INFO:root:132886.53609405, 13274.41292088, -6.78210248, -149.18816271, 4478.64676634, 0.007
INFO:root:157051.57600542, 15692.85894861, -5.61927598, -128.60582496, 5993.22386664, 0.007
INFO:root:210248.45636879, 21020.84192066, -11.34456616, -51.38198498, 8763.83507441, 0.007
INFO:root:153535.00743253, 15352.31904710, -6.27602020, -18.09182954, 6569.12139979, 0.007
INFO:root:173064.71260450, 17305.49797810, -0.39760339, -10.13029816, 7914.17495599, 0.007
INFO:root:166686.02782692, 16667.71020852, 1.93166660, -6.99426618, 8958.69153004, 0.007
INFO:root:162852.09924423, 16283.97844685, 9.13880777, -3.17505849, 8883.36156883, 0.007
INFO:root:177489.82325715, 17747.67481844, 5.76669492, -7.30840239, 10575.86808841, 0.007
INFO:root:166369.45534318, 16636.11622469, 6.80290734, -1.49011431, 11420.63740647, 0.007
INFO:root:186796.41691467, 18678.31188105, 7.03357470, -6.26363562, 14852.16713661, 0.007
INFO:root:203624.09676276, 20361.64638809, 6.05166269, -1.58168794, 16760.92883473, 0.007
INFO:root:234995.29618688, 23498.44626155, 7.15286436, -3.67954956, 20823.46910761, 0.007
INFO:root:258443.96458755, 25843.65857449, 6.48163974, -0.89922663, 23870.21313820, 0.007
INFO:root:276633.28320432, 27661.44565636, 12.36550406, -6.46245168, 28247.02887049, 0.0059499999999999996
INFO:root:253001.63386502, 25299.39374725, 7.31943940, -0.37627259, 26498.75756492, 0.0059499999999999996
INFO:root:241538.32099249, 24152.55969410, 6.29640814, -6.42904707, 25816.33830326, 0.0059499999999999996
INFO:root:238753.04716326, 23874.17355304, 6.40255453, -4.90807875, 23730.75911917, 0.0059499999999999996
INFO:root:225169.71091071, 22516.12482119, 6.88751103, -1.57556740, 23440.30734210, 0.0059499999999999996
INFO:root:256659.16254300, 25663.86692617, 15.35427781, -5.13954564, 26471.11146567, 0.0059499999999999996
INFO:root:256700.10725632, 25668.68060904, 11.34828824, -1.95298695, 27156.42265900, 0.0059499999999999996
INFO:root:273208.32982282, 27319.84207196, 12.19881882, 2.28923528, 33689.58995379, 0.0059499999999999996
INFO:root:288835.75502593, 28882.30481129, 9.63569867, -3.07236748, 31078.47251871, 0.0059499999999999996
INFO:root:264713.62820751, 26470.40341659, 12.95872390, 3.36353985, 29991.69198393, 0.0059499999999999996
INFO:root:269539.06014847, 26952.92964624, 11.24405159, 1.48078463, 30391.03877366, 0.0059499999999999996
INFO:root:323195.68622221, 32318.68722491, 11.66616925, 2.85383060, 41924.89728213, 0.0059499999999999996
INFO:root:330310.05991753, 33029.65770797, 17.64353928, 4.16279374, 40967.67089844, 0.0059499999999999996
INFO:root:334001.60071372, 33398.40047315, 16.54023641, -1.05515914, 45376.23701585, 0.0059499999999999996
INFO:root:326775.09445936, 32676.05424736, 16.38207946, 1.83049663, 43174.47249120, 0.0059499999999999996
INFO:root:327918.93025701, 32791.17100847, 12.95604674, 5.73633630, 42341.78834727, 0.0059499999999999996
INFO:root:322262.36497894, 32223.90114712, 12.15779219, -11.19156345, 42087.92539613, 0.0059499999999999996
INFO:root:349347.67433905, 34933.27992958, 11.46210965, -3.41421582, 50256.72749780, 0.0059499999999999996
INFO:root:310483.75521055, 31046.40245379, 13.69998197, -6.03315950, 42194.42069212, 0.0059499999999999996
INFO:root:350681.79968837, 35066.32608935, 13.40622053, -5.13441549, 53673.43846281, 0.0059499999999999996
INFO:root:325750.82819142, 32574.04455051, 12.88426095, 2.50499520, 46575.17919234, 0.0050574999999999995
INFO:root:306817.40558571, 30680.10167254, 22.20550575, 5.81800584, 46799.33428697, 0.0050574999999999995
INFO:root:295871.17239546, 29584.87696688, 22.61566223, 0.21294784, 42041.85054467, 0.0050574999999999995
INFO:root:283860.43180021, 28384.17118728, 19.92749074, 1.20750437, 39487.47482945, 0.0050574999999999995
INFO:root:280107.16074725, 28008.86618343, 22.12986504, 3.62996578, 40271.95854423, 0.0050574999999999995
INFO:root:281672.75938051, 28165.55046490, 21.48312821, 4.22807547, 40660.49763424, 0.0050574999999999995
INFO:root:273013.54751424, 27299.95158451, 16.23213854, 2.20160548, 37689.75376871, 0.0050574999999999995
INFO:root:249154.36678271, 24914.29853928, 15.82029414, 4.43867504, 35419.70100682, 0.0050574999999999995
INFO:root:253746.44193801, 25373.34677597, 16.27821781, 3.30630143, 35394.55254181, 0.0050574999999999995
INFO:root:234642.95490725, 23462.56723151, 23.15363438, 5.87013677, 33594.50211818, 0.0050574999999999995
INFO:root:224873.02953745, 22485.73013864, 24.31260453, 8.58621959, 32332.01645026, 0.0050574999999999995
INFO:root:218371.77429016, 21835.90147722, 13.97876666, 1.21976794, 31781.53419344, 0.0050574999999999995
INFO:root:203311.59553724, 20330.07599307, 13.42660535, 2.58888177, 29691.32201805, 0.0050574999999999995
INFO:root:209552.79716273, 20953.50612071, 22.96310594, 5.22660487, 30387.80031360, 0.0050574999999999995
INFO:root:195036.95131562, 19502.44440471, 17.45053157, 4.94349072, 29054.58901849, 0.0050574999999999995
INFO:root:167998.72828664, 16798.06040933, 20.54518122, 2.41916054, 26926.75170555, 0.0050574999999999995
INFO:root:162039.69521019, 16203.12062610, 16.97044847, 8.48150636, 26609.42176496, 0.0050574999999999995
INFO:root:148914.95787340, 14889.51497854, 27.28561678, 7.47775600, 25503.91695092, 0.0050574999999999995
INFO:root:144114.30655120, 14410.53878741, 20.07207310, 11.15284581, 25657.75049516, 0.0050574999999999995
INFO:root:136191.78038332, 13618.21008473, 16.81963174, 7.13973112, 24991.88655370, 0.0050574999999999995
INFO:root:127443.42121446, 12743.01298415, 25.40149321, 12.11058571, 24413.79970841, 0.004298875
INFO:root:125671.59884435, 12565.50427762, 28.05281516, 11.49611604, 24320.60214018, 0.004298875
INFO:root:115321.67253910, 11530.93473537, 22.51473816, 10.18969681, 23762.24724912, 0.004298875
INFO:root:116027.20933310, 11601.52145687, 24.99440561, 12.99973380, 23882.61185079, 0.004298875
INFO:root:115987.89213269, 11597.66386994, 24.51421781, 13.26114636, 23885.61429908, 0.004298875
INFO:root:120126.76078629, 12011.03356074, 29.39795803, 12.97303853, 24492.51328675, 0.004298875
INFO:root:113038.60350380, 11302.54492188, 26.41052184, 13.25653141, 23742.72708517, 0.004298875
INFO:root:112999.57566788, 11298.66904159, 26.92525936, 14.04019920, 23690.99276518, 0.004298875
INFO:root:113487.48627900, 11347.48755227, 26.45595994, 13.84459688, 23776.18783011, 0.004298875
INFO:root:110940.11592071, 11092.85856349, 24.95702778, 13.42644285, 23857.97408671, 0.004298875
