INFO:root:Namespace(K=3, a_dim=2, alpha='rnn', batch_size=32, clip=150, dataset='BouncingBall_50', device=device(type='cuda'), epochs=90, initial_epochs=10, learning_rate=0.007, lstm_layers=1, model='KVAE', save_every=10, scale=0.3, scheduler_step=20, subdirectory='v1/attempt2', wandb_on='True', x_dim=1, z_dim=4)
INFO:root:Starting KVAE training for 90 epochs.
INFO:root:Train Loss, Reconstruction Loss, log q(a), ELBO_KF, MSE
INFO:root:2611.90435951, 6260.86382085, 99.18003810, -634.46509338, 1825.55189271, 0.007
INFO:root:701.40423657, 1714.28160455, 143.55009849, -43.56963718, 517.71237824, 0.007
INFO:root:537.64405088, 1156.42501306, 146.23963156, -44.47690125, 345.66017258, 0.007
INFO:root:447.51712434, 844.98590243, 144.90756818, -49.11377546, 253.29168089, 0.007
INFO:root:421.35412418, 763.42758937, 139.02344897, -53.30238950, 229.10483225, 0.007
INFO:root:403.23405218, 708.96240429, 132.73865917, -57.80666302, 212.69766867, 0.007
INFO:root:434.26832849, 821.72781119, 127.61947807, -60.13049575, 241.81255715, 0.007
INFO:root:387.99213532, 662.73870655, 124.02610235, -65.14441201, 198.76765316, 0.007
INFO:root:377.22196503, 629.76632593, 120.84209238, -67.44996847, 189.02558491, 0.007
INFO:root:387.42377492, 672.16905183, 117.26071211, -68.51233946, 201.16129842, 0.007
INFO:root:501.39880536, 1088.51382854, 113.16016723, -61.68448022, 271.15923149, 0.007
INFO:root:366.40334280, 625.72188068, 113.50328662, -65.18348523, 186.27001885, 0.007
INFO:root:386.00698485, 634.62913173, 110.26727810, -85.35095936, 190.25001837, 0.007
INFO:root:357.52892782, 578.49083695, 109.77779063, -74.20387907, 173.36391522, 0.007
INFO:root:363.41292394, 604.51208068, 105.58538250, -76.47391011, 180.48665876, 0.007
INFO:root:359.84582203, 580.96679046, 103.89947437, -81.65630291, 173.52040042, 0.007
INFO:root:342.25520018, 541.13486981, 102.92040559, -76.99432786, 162.04071764, 0.007
INFO:root:339.56247196, 526.86715659, 100.48220038, -81.02011891, 157.47642410, 0.007
INFO:root:335.35352905, 521.44572381, 98.46724123, -80.45256432, 155.99385528, 0.007
INFO:root:330.15836972, 534.38577387, 95.90343918, -73.93919296, 159.91004040, 0.007
INFO:root:321.81061653, 519.49732028, 94.42902044, -71.53239380, 155.42619285, 0.007
INFO:root:314.78221104, 493.76003912, 93.50805382, -73.14613957, 147.55772769, 0.0059499999999999996
INFO:root:316.35545470, 491.58290052, 92.08493742, -76.79564160, 146.76565144, 0.0059499999999999996
INFO:root:327.35503399, 536.62108753, 89.39002203, -76.97867975, 160.72173494, 0.0059499999999999996
INFO:root:314.41273513, 480.37824050, 89.31749706, -80.98176006, 143.38887398, 0.0059499999999999996
INFO:root:322.78715019, 506.15541339, 88.05423280, -82.88628752, 151.32933025, 0.0059499999999999996
INFO:root:315.86644665, 495.09894304, 85.13652296, -82.20023499, 148.04006676, 0.0059499999999999996
INFO:root:316.74945065, 515.22960279, 84.02713722, -78.15342563, 153.80321401, 0.0059499999999999996
INFO:root:305.40346909, 491.93434094, 84.01112997, -73.81202968, 147.16258643, 0.0059499999999999996
INFO:root:307.51838221, 494.19296906, 84.63570414, -74.62478087, 147.76753522, 0.0059499999999999996
INFO:root:305.53332331, 479.94135746, 85.72687040, -75.82403901, 143.44344296, 0.0059499999999999996
INFO:root:309.75514984, 479.49264954, 87.99876093, -77.90858814, 143.26642409, 0.0059499999999999996
INFO:root:310.63185006, 477.10640585, 88.27335810, -79.22656409, 142.56118502, 0.0059499999999999996
INFO:root:313.20116115, 472.94429551, 87.91178175, -83.40608504, 141.39734178, 0.0059499999999999996
INFO:root:320.37700937, 514.82803189, 85.14230206, -80.78629179, 154.04343847, 0.0059499999999999996
