INFO:root:Namespace(K=7, a_dim=2, alpha='rnn', batch_size=128, clip=150, dataset='MovingMNIST', device=device(type='cuda'), epochs=90, initial_epochs=10, learning_rate=0.007, lstm_layers=1, model='KVAE', save_every=10, scale=1.0, scheduler_step=20, subdirectory='v1', wandb_on='True', x_dim=1, z_dim=5)
INFO:root:Starting KVAE training for 90 epochs.
INFO:root:Train Loss, Reconstruction Loss, log q(a), ELBO_KF, MSE
INFO:root:8955.88187686, 7960.77479919, 8.01609214, -987.09097127, 2226.46695161, 0.007
INFO:root:5851.74670332, 5786.52054908, 20.98997841, -44.23615370, 1647.31213723, 0.007
INFO:root:5629.31360482, 5580.97404544, 21.33372096, -27.00585696, 1628.82372015, 0.007
INFO:root:5520.64508030, 5474.68829088, 21.33823710, -24.61857557, 1615.03107463, 0.007
INFO:root:5460.16569932, 5413.66318222, 23.06929005, -23.43322242, 1604.86518108, 0.007
INFO:root:5379.19505144, 5331.83122662, 24.69818473, -22.66563077, 1589.85011141, 0.007
INFO:root:5351.78817445, 5304.18263094, 26.37928689, -21.22623838, 1585.20755048, 0.007
INFO:root:5303.26902703, 5255.03587148, 26.87422368, -21.35896706, 1574.80776849, 0.007
INFO:root:5259.49724465, 5209.45884683, 28.24326679, -21.79515123, 1565.79746300, 0.007
INFO:root:5201.73489264, 5147.62608660, 30.57944435, -23.52934686, 1554.21602663, 0.007
INFO:root:5395.69610946, 5342.84218888, 29.26412111, -23.58980169, 1593.75308786, 0.007
INFO:root:5137.84962555, 5076.50968998, 32.29995634, -29.03995208, 1540.78655576, 0.007
INFO:root:5107.52411282, 5046.22504264, 32.32645658, -28.97262322, 1533.73026243, 0.007
INFO:root:5082.91425501, 5021.50382372, 33.49845959, -27.91195115, 1529.02080353, 0.007
INFO:root:5051.31089781, 4988.16948861, 34.07849492, -29.06289220, 1521.94888521, 0.007
INFO:root:5046.34697308, 4978.89582416, 34.61089140, -32.84027468, 1520.14874525, 0.007
INFO:root:5022.56328358, 4958.81114519, 34.41589818, -29.33622592, 1515.98435265, 0.007
INFO:root:5012.74771829, 4945.72461625, 34.90199779, -32.12110214, 1513.03478488, 0.007
INFO:root:5009.15143708, 4942.05199164, 35.24939996, -31.85005063, 1512.10970339, 0.007
INFO:root:4995.14511375, 4925.28785211, 35.63794149, -34.21929812, 1508.53247586, 0.007
INFO:root:4986.45022818, 4919.71122634, 35.95425968, -30.78474898, 1507.39111500, 0.007
INFO:root:4971.24325274, 4902.18306421, 36.50068127, -32.55949394, 1503.47738604, 0.0059499999999999996
INFO:root:4965.57723596, 4893.54501816, 36.35156143, -35.68063468, 1501.69389064, 0.0059499999999999996
INFO:root:4961.44209217, 4888.69723124, 36.75951160, -35.98534289, 1500.58950161, 0.0059499999999999996
INFO:root:4949.72974380, 4879.16818194, 36.93473751, -33.62684025, 1498.76940746, 0.0059499999999999996
INFO:root:4941.47105774, 4871.89362346, 36.56079134, -33.01666733, 1497.39289620, 0.0059499999999999996
INFO:root:4922.45101562, 4856.30339459, 37.16733358, -28.98030561, 1493.61886554, 0.0059499999999999996
INFO:root:4925.51160395, 4859.08402564, 37.45121835, -28.97636517, 1494.63839163, 0.0059499999999999996
