INFO:root:Namespace(K=7, a_dim=2, alpha='rnn', batch_size=128, clip=150, dataset='MovingMNIST', device=device(type='cuda'), epochs=90, initial_epochs=10, learning_rate=0.007, lstm_layers=1, model='KVAE', save_every=10, scale=2.0, scheduler_step=20, subdirectory='v1', wandb_on='True', x_dim=1, z_dim=5)
INFO:root:Starting KVAE training for 90 epochs.
INFO:root:Train Loss, Reconstruction Loss, log q(a), ELBO_KF, MSE
INFO:root:17250.13570718, 8088.00105221, 5.53446836, -1068.59916173, 2249.27735579, 0.007
INFO:root:11631.78622456, 5783.31850380, 24.73987003, -40.40929895, 1658.75079604, 0.007
INFO:root:11135.13851197, 5537.84718860, 25.98800815, -33.45611486, 1624.00091295, 0.007
INFO:root:10881.29810264, 5412.68516175, 29.41679283, -26.51097951, 1598.37049715, 0.007
INFO:root:10747.08035258, 5346.35000825, 31.14304156, -23.23726279, 1583.00645253, 0.007
INFO:root:10655.82187182, 5300.53387709, 32.10106482, -22.65305029, 1574.05984884, 0.007
INFO:root:10611.71029060, 5278.36655480, 32.26320361, -22.71399053, 1570.21443800, 0.007
INFO:root:10493.08389769, 5217.05551964, 34.77914928, -24.19365782, 1560.87470084, 0.007
INFO:root:10422.77608581, 5180.85705051, 35.69431179, -25.36769013, 1556.09160087, 0.007
INFO:root:10321.42415057, 5129.03332004, 36.27360486, -27.08390794, 1547.40689302, 0.007
INFO:root:10659.71598010, 5300.80651684, 34.81943380, -23.28354172, 1588.12542467, 0.007
INFO:root:10130.39293881, 5032.51427019, 39.99695861, -25.36745190, 1531.49456357, 0.007
INFO:root:10071.93601199, 5001.34295224, 39.99844699, -29.25166175, 1525.03628583, 0.007
INFO:root:10021.06890659, 4975.25630639, 40.67927874, -29.87703269, 1519.99965442, 0.007
INFO:root:10042.64759204, 4981.85093667, 40.20552874, -38.74018667, 1520.76685086, 0.007
INFO:root:9982.05427965, 4951.94346941, 41.54723294, -36.62010822, 1515.16585573, 0.007
INFO:root:9982.17818066, 4953.51277784, 40.28031599, -34.87235154, 1515.10562349, 0.007
INFO:root:9939.66629303, 4930.64078318, 41.71139134, -36.67328027, 1510.24223220, 0.007
INFO:root:9909.27087426, 4918.04974279, 41.25612565, -31.91529547, 1507.32391443, 0.007
INFO:root:9895.67067445, 4911.14334149, 41.80052416, -31.58348530, 1506.22946812, 0.007
INFO:root:9892.55715797, 4909.04086433, 41.96796863, -32.50747707, 1505.60029710, 0.007
INFO:root:9856.09590479, 4890.22314453, 41.88559755, -33.76402484, 1501.91029379, 0.0059499999999999996
INFO:root:9856.83722615, 4889.96725765, 41.98085097, -34.92188449, 1501.91433071, 0.0059499999999999996
INFO:root:9824.33757361, 4873.47449246, 42.92961475, -34.45898371, 1498.67649304, 0.0059499999999999996
INFO:root:9833.93472101, 4878.25049516, 43.02329324, -34.41044449, 1499.58690375, 0.0059499999999999996
INFO:root:9794.64407921, 4859.26097601, 42.82590060, -33.29623040, 1495.84620516, 0.0059499999999999996
INFO:root:9776.90257799, 4850.75782625, 43.59540547, -31.79152496, 1493.91012014, 0.0059499999999999996
INFO:root:9770.76579663, 4847.74465642, 43.88631762, -31.39020519, 1493.62512035, 0.0059499999999999996
INFO:root:9759.88958014, 4842.43163375, 43.22371163, -31.80259731, 1493.06540218, 0.0059499999999999996
INFO:root:9749.99968831, 4836.84798636, 44.24914142, -32.05458213, 1491.82091597, 0.0059499999999999996
INFO:root:9725.87236528, 4824.79108440, 44.08246854, -32.20772510, 1489.52186778, 0.0059499999999999996
INFO:root:9772.89348801, 4845.80110448, 43.38802407, -37.90321238, 1493.64947596, 0.0059499999999999996
INFO:root:9717.29576984, 4813.07993370, 44.15523465, -46.98064275, 1486.70166703, 0.0059499999999999996
INFO:root:9736.77213365, 4820.10141808, 44.05733538, -52.51198290, 1488.74031518, 0.0059499999999999996
INFO:root:9703.17506315, 4798.99835635, 44.54848824, -60.62990745, 1484.79640047, 0.0059499999999999996
INFO:root:9717.77611645, 4812.87370021, 44.32848503, -47.70019215, 1487.15558807, 0.0059499999999999996
INFO:root:9772.53866252, 4813.44468667, 44.45532194, -101.19400473, 1487.31796566, 0.0059499999999999996
INFO:root:9740.05189633, 4785.77479919, 44.97578629, -123.52656072, 1481.98354114, 0.0059499999999999996
INFO:root:9741.43176616, 4811.79133198, 44.50331615, -73.34580115, 1487.40473702, 0.0059499999999999996
INFO:root:9674.28910081, 4795.70338633, 44.20765009, -38.67466419, 1483.83881389, 0.0059499999999999996
INFO:root:9675.55069425, 4795.02462726, 44.69331532, -40.80814913, 1483.59881850, 0.0059499999999999996
