INFO:root:Namespace(K=3, a_dim=2, alpha='rnn', batch_size=128, clip=150, dataset='BouncingBall_20', device=device(type='cuda'), epochs=90, initial_epochs=10, learning_rate=0.007, model='KVAE', save_every=10, scale=0.3, scheduler_step=10, subdirectory='v1/attempt2', wandb_on='True', x_dim=1, z_dim=4)
INFO:root:Starting KVAE training for 90 epochs.
INFO:root:Train Loss, Reconstruction Loss, log q(a), ELBO_KF, MSE
INFO:root:2097.97517748, 4431.24173785, 21.42080040, -747.18180852, 1241.76562191, 0.007
INFO:root:390.80077430, 1071.83562151, 53.46392523, -15.78614904, 333.09739144, 0.007
INFO:root:239.24753365, 554.97565895, 59.04184047, -13.71298872, 166.62875762, 0.007
INFO:root:183.92760525, 363.94603140, 61.73209516, -13.01169624, 109.55589729, 0.007
INFO:root:173.18832873, 329.61634267, 61.74971119, -12.55371067, 99.47349075, 0.007
INFO:root:164.93867915, 302.43030809, 60.59570602, -13.61387786, 91.12360595, 0.007
INFO:root:163.27657647, 298.99387987, 59.24282789, -14.33558105, 90.15426163, 0.007
INFO:root:159.19747696, 285.08613200, 58.43926456, -15.23236918, 86.12872343, 0.007
INFO:root:151.96730072, 261.00985718, 57.01246030, -16.65188050, 78.64779055, 0.007
INFO:root:153.94597715, 268.85800152, 55.69495870, -17.59361539, 81.09692190, 0.007
INFO:root:251.10144972, 619.58499879, 51.19226586, -14.03367540, 139.62263846, 0.007
INFO:root:133.98177789, 221.99997779, 52.05860114, -15.32318036, 66.58637455, 0.0059499999999999996
INFO:root:141.32918206, 250.76439174, 49.19594221, -16.90391932, 75.20812534, 0.0059499999999999996
INFO:root:129.66250229, 213.28459592, 47.37761133, -18.29950951, 63.85770368, 0.0059499999999999996
INFO:root:139.66411277, 249.54032106, 45.65066678, -19.15134686, 73.87869306, 0.0059499999999999996
INFO:root:133.72876127, 233.72425070, 43.84285924, -19.76862370, 69.94858614, 0.0059499999999999996
INFO:root:126.69060214, 204.71631980, 43.55044266, -21.72526132, 61.26454805, 0.0059499999999999996
INFO:root:127.25139850, 206.99618665, 42.20067181, -22.95186847, 61.99175151, 0.0059499999999999996
INFO:root:125.15026186, 208.28020854, 41.32251942, -21.34367783, 62.39402868, 0.0059499999999999996
INFO:root:131.80942606, 229.49366277, 40.16171936, -22.79960471, 68.60805656, 0.0059499999999999996
INFO:root:133.22488060, 201.68083964, 39.55722268, -33.16340342, 60.38346583, 0.0059499999999999996
INFO:root:133.99568597, 206.64350176, 39.30065875, -32.70197369, 61.89884495, 0.0050574999999999995
INFO:root:134.71721500, 198.94070744, 39.00303268, -36.03196799, 59.69239508, 0.0050574999999999995
INFO:root:132.19307512, 197.89276548, 38.41309400, -34.41214883, 59.37559751, 0.0050574999999999995
INFO:root:129.23017201, 193.40269490, 38.06281932, -33.14654090, 57.96698539, 0.0050574999999999995
INFO:root:127.48738398, 195.11964880, 38.11661230, -30.83487490, 58.51330074, 0.0050574999999999995
INFO:root:125.05437191, 191.06608253, 38.08572431, -29.64881995, 57.26798055, 0.0050574999999999995
INFO:root:127.10296350, 189.62411383, 37.45163930, -32.76408753, 56.84636138, 0.0050574999999999995
INFO:root:127.21589626, 189.74476527, 37.24404342, -33.04842100, 56.84398922, 0.0050574999999999995
INFO:root:121.62499647, 188.77861023, 36.62833380, -28.36307713, 56.60205744, 0.0050574999999999995
INFO:root:126.79464912, 189.29600042, 36.43347530, -33.57237134, 56.73249093, 0.0050574999999999995
INFO:root:127.57119311, 186.89860090, 37.76387792, -33.73773217, 55.97703982, 0.004298875
INFO:root:125.94118780, 185.41626633, 38.13465133, -32.18165453, 55.53611316, 0.004298875
INFO:root:134.85163999, 184.08117096, 38.09487027, -41.53241675, 55.17228766, 0.004298875
INFO:root:126.79907875, 183.03692781, 37.27317177, -34.61482636, 54.85492991, 0.004298875
INFO:root:138.57516286, 187.62048784, 36.97332942, -45.31568445, 56.21587270, 0.004298875
INFO:root:130.44816187, 183.41768579, 36.37047089, -39.05238258, 54.93999776, 0.004298875
INFO:root:134.29832365, 181.41191854, 35.43667883, -44.43806711, 54.32386224, 0.004298875
INFO:root:128.76406333, 189.74332882, 33.88748669, -37.95357594, 56.86503451, 0.004298875
INFO:root:125.38260141, 185.53154533, 33.65871521, -36.06442022, 55.54787498, 0.004298875
INFO:root:132.04912102, 180.93036584, 34.39410912, -43.37589977, 54.18639818, 0.004298875
INFO:root:130.86200951, 178.77524209, 34.51287591, -42.71655848, 53.47425886, 0.0036540437499999997
INFO:root:140.80892209, 175.59558511, 34.85449716, -53.27574697, 52.52031655, 0.0036540437499999997
INFO:root:130.25785099, 175.98786521, 34.32401652, -43.13747227, 52.69627588, 0.0036540437499999997
INFO:root:129.33014463, 177.62447869, 33.12446932, -42.91832971, 53.15505310, 0.0036540437499999997
INFO:root:126.20915634, 176.10136723, 32.66436241, -40.71438141, 52.72642512, 0.0036540437499999997
INFO:root:127.77525976, 176.97256064, 32.33450887, -42.34898029, 52.98218445, 0.0036540437499999997
INFO:root:128.21241114, 179.71566753, 31.93061865, -42.36709006, 53.80500402, 0.0036540437499999997
INFO:root:136.92309689, 177.44810215, 32.35549613, -51.33316777, 53.11261730, 0.0036540437499999997
INFO:root:170.29633994, 178.69790224, 33.27743547, -83.40953195, 53.51473603, 0.0036540437499999997
INFO:root:180.93260964, 177.16055742, 32.84564356, -94.93879602, 53.00257439, 0.0036540437499999997
INFO:root:143.02194896, 172.46772573, 33.77833132, -57.50329741, 51.55538878, 0.0031059371874999995
INFO:root:126.40586852, 173.24284595, 33.34121156, -41.09180112, 51.80899859, 0.0031059371874999995
INFO:root:138.14712695, 170.28235481, 32.76040845, -54.30200994, 50.94100040, 0.0031059371874999995
INFO:root:142.87964227, 171.52521930, 32.27003375, -59.15203995, 51.28458974, 0.0031059371874999995
INFO:root:158.00231239, 169.31136023, 31.94523522, -75.26366696, 50.61204930, 0.0031059371874999995
INFO:root:122.72813538, 170.81401893, 31.89506623, -39.58886165, 51.07815832, 0.0031059371874999995
INFO:root:120.87985093, 169.17954650, 31.08979261, -39.03619200, 50.59026472, 0.0031059371874999995
INFO:root:123.13606530, 167.14578344, 31.23334899, -41.75897920, 49.93055909, 0.0031059371874999995
INFO:root:119.89556140, 166.37983279, 30.96139181, -39.02021740, 49.72428223, 0.0031059371874999995
INFO:root:120.45836032, 169.62566173, 30.77535528, -38.79530451, 50.71388795, 0.0031059371874999995
INFO:root:126.74240655, 165.46898622, 30.67113934, -46.43056886, 49.43008602, 0.0026400466093749993
INFO:root:120.69023636, 163.03584000, 30.56520732, -41.21427465, 48.66280351, 0.0026400466093749993
INFO:root:122.14584236, 162.58913547, 30.53886167, -42.83023768, 48.56717542, 0.0026400466093749993
INFO:root:120.95433369, 162.41842845, 30.42989154, -41.79891153, 48.50904624, 0.0026400466093749993
INFO:root:122.39228011, 161.99237852, 30.38623578, -43.40832878, 48.36149346, 0.0026400466093749993
INFO:root:126.99011835, 160.91971385, 30.32853155, -48.38567068, 48.06696435, 0.0026400466093749993
INFO:root:176.79057378, 170.54426015, 34.33390675, -91.29338661, 50.95028073, 0.0026400466093749993
INFO:root:127.46819057, 169.75374825, 34.14732061, -42.39474288, 50.75418825, 0.0026400466093749993
INFO:root:122.26220482, 167.20109983, 33.42860755, -38.67326510, 49.98250720, 0.0026400466093749993
INFO:root:124.29154735, 166.92528331, 33.15215980, -41.06180059, 49.88421278, 0.0026400466093749993
INFO:root:172.38128188, 163.85507917, 33.80416899, -89.42058698, 48.91877776, 0.0022440396179687493
INFO:root:276.62122827, 161.47711858, 32.92402236, -195.25406858, 48.19694239, 0.0022440396179687493
INFO:root:375.49899021, 160.61361366, 33.14443378, -294.17047003, 47.92639083, 0.0022440396179687493
INFO:root:318.29611833, 162.64954309, 33.88201750, -235.61923545, 48.55501397, 0.0022440396179687493
INFO:root:263.05897709, 163.31106471, 35.69304121, -178.37261435, 48.73684789, 0.0022440396179687493
INFO:root:150.92682257, 165.68502074, 35.54124605, -65.68006806, 49.50546381, 0.0022440396179687493
INFO:root:144.32698658, 166.74465517, 34.44956835, -59.85401975, 49.85047748, 0.0022440396179687493
INFO:root:132.55763682, 165.26854735, 33.82530864, -49.15176134, 49.39257793, 0.0022440396179687493
INFO:root:128.51847617, 163.52587678, 33.17948445, -46.28122653, 48.87102528, 0.0022440396179687493
INFO:root:125.46156407, 164.19508014, 32.65264801, -43.55038944, 49.04722421, 0.0022440396179687493
INFO:root:122.06682709, 162.05689133, 32.32205183, -41.12770628, 48.37504056, 0.0019074336752734368
INFO:root:121.25687343, 161.65232598, 31.79506553, -40.96610813, 48.27527647, 0.0019074336752734368
INFO:root:120.60610353, 161.48905192, 31.42396294, -40.73542331, 48.21405662, 0.0019074336752734368
INFO:root:120.04257551, 161.33825008, 31.04635818, -40.59473980, 48.17850982, 0.0019074336752734368
INFO:root:120.04414493, 161.42910960, 30.74045251, -40.87495769, 48.20350661, 0.0019074336752734368
INFO:root:119.25896472, 163.08398901, 30.43744964, -39.89631622, 48.73027415, 0.0019074336752734368
INFO:root:118.96212442, 164.15179752, 30.05529744, -39.66128513, 49.05736122, 0.0019074336752734368
INFO:root:118.85829289, 164.26795805, 29.75566343, -39.82224004, 49.11625493, 0.0019074336752734368
INFO:root:117.87828845, 161.16856384, 29.52488071, -40.00283697, 48.11981530, 0.0019074336752734368
INFO:root:Finished training.
